16.2,2.6,11.7
17.8,0.2,13.1
19.4,0.0,14.5
21.0,1.3,12.7
22.6,0.6,13.7
24.2,3.4,10.8
25.8,0.0,14.7
27.4,2.8,12.3
29.0,0.3,13.6
30.6,0.0,15.3
32.2,1.7,13.3
33.8,0.1,14.4
35.0,3.5,11.4
33.6,0.0,13.5
32.2,2.4,12.0
30.8,0.4,13.4
29.4,0.0,14.6
28.0,1.6,12.9
26.6,0.2,13.8
25.2,3.2,10.6
23.8,0.0,12.5
22.4,2.7,11.3
21.0,0.5,12.8
19.6,0.0,14.1
18.2,1.4,12.4
16.8,0.3,13.3
15.4,3.6,10.3
14.0,0.0,11.8
12.6,2.1,11.2
11.2,0.6,12.3
9.8,0.0,13.0
8.4,1.8,11.6
7.0,0.2,12.5
5.6,3.3,9.7
4.2,0.0,11.1
2.8,2.5,10.5
1.4,0.4,11.4
0.0,0.0,10.2
1.6,1.9,9.4
3.2,0.1,11.0
4.8,3.7,8.6
6.4,0.0,11.9
8.0,2.2,10.8
9.6,0.3,12.0
11.2,0.0,13.7
12.8,1.5,12.1
14.4,0.5,13.1
16.0,3.0,10.1
17.6,0.0,13.9
19.2,2.6,11.6
20.8,0.2,13.0
22.4,0.0,14.4
24.0,1.3,12.6
25.6,0.6,13.6
27.2,3.4,10.7
28.8,0.0,14.6
30.4,2.8,12.2
32.0,0.3,13.5
33.6,0.0,15.2
35.0,1.7,13.2
33.7,0.1,14.3
32.3,3.5,11.3
30.9,0.0,13.4
29.5,2.4,11.9
28.1,0.4,13.3
26.7,0.0,14.5
25.3,1.6,12.8
23.9,0.2,13.7
22.5,3.2,10.5
21.1,0.0,12.4
19.7,2.7,11.2
18.3,0.5,12.7
16.9,0.0,14.0
15.5,1.4,12.3
14.1,0.3,13.2
12.7,3.6,10.2
11.3,0.0,11.7
9.9,2.1,11.1
8.5,0.6,12.2
7.1,0.0,12.9
5.7,1.8,11.5
4.3,0.2,12.4
2.9,3.3,9.6
1.5,0.0,11.0
0.1,2.5,10.4
-1.3,0.4,11.3
-2.7,0.0,10.1
-1.1,1.9,9.3
0.5,0.1,10.9
2.1,3.7,8.5
3.7,0.0,11.8
5.3,2.2,10.7
6.9,0.3,11.9
8.5,0.0,13.6
10.1,1.5,12.0
11.7,0.5,13.0
13.3,3.0,10.0
14.9,0.0,13.8
16.5,2.6,11.5
18.1,0.2,12.9
19.7,0.0,14.3
21.3,1.3,12.5
22.9,0.6,13.5
24.5,3.4,10.6
26.1,0.0,14.5
27.7,2.8,12.1
29.3,0.3,13.4
30.9,0.0,15.1
32.5,1.7,13.1
34.1,0.1,14.2
35.0,3.5,11.2
33.8,0.0,13.3
32.4,2.4,11.8
31.0,0.4,13.2
29.6,0.0,14.4
28.2,1.6,12.7
26.8,0.2,13.6
25.4,3.2,10.4
24.0,0.0,12.3
22.6,2.7,11.1
21.2,0.5,12.6
19.8,0.0,13.9
18.4,1.4,12.2
17.0,0.3,13.1
15.6,3.6,10.1
14.2,0.0,11.6
12.8,2.1,11.0
11.4,0.6,12.1
10.0,0.0,12.8
8.6,1.8,11.4
7.2,0.2,12.3
5.8,3.3,9.5
4.4,0.0,10.9
3.0,2.5,10.3
1.6,0.4,11.2
0.2,0.0,10.0
1.8,1.9,9.2
3.4,0.1,10.8
5.0,3.7,8.4
6.6,0.0,11.7
8.2,2.2,10.6
9.8,0.3,11.8
11.4,0.0,13.5
13.0,1.5,11.9
14.6,0.5,12.9
16.2,3.0,9.9
17.8,0.0,13.7
19.4,2.6,11.4
21.0,0.2,12.8
22.6,0.0,14.2
24.2,1.3,12.4
25.8,0.6,13.4
27.4,3.4,10.5
29.0,0.0,14.4
30.6,2.8,12.0
32.2,0.3,13.3
33.8,0.0,15.0
35.0,1.7,13.0
34.0,0.1,14.1
32.6,3.5,11.1
31.2,0.0,13.2
29.8,2.4,11.7
28.4,0.4,13.1
27.0,0.0,14.3
25.6,1.6,12.6
24.2,0.2,13.5
22.8,3.2,10.3
21.4,0.0,12.2
20.0,2.7,11.0
18.6,0.5,12.5
17.2,0.0,13.8
15.8,1.4,12.1
14.4,0.3,13.0
13.0,3.6,10.0
11.6,0.0,11.5
10.2,2.1,10.9
8.8,0.6,12.0
7.4,0.0,12.7
6.0,1.8,11.3
4.6,0.2,12.2
3.2,3.3,9.4
1.8,0.0,10.8
0.4,2.5,10.2
-1.0,0.4,11.1
-2.4,0.0,9.9
-0.8,1.9,9.1
0.8,0.1,10.7
2.4,3.7,8.3
4.0,0.0,11.6
5.6,2.2,10.5
7.2,0.3,11.7
8.8,0.0,13.4
10.4,1.5,11.8
12.0,0.5,12.8
13.6,3.0,9.8
15.2,0.0,13.6
16.8,2.6,11.3
18.4,0.2,12.7
20.0,0.0,14.1
21.6,1.3,12.3
23.2,0.6,13.3
24.8,3.4,10.4
26.4,0.0,14.3
28.0,2.8,11.9
29.6,0.3,13.2
31.2,0.0,14.9
32.8,1.7,12.9
34.4,0.1,14.0
35.0,3.5,11.0
33.9,0.0,13.1
32.5,2.4,11.6
31.1,0.4,13.0
29.7,0.0,14.2
28.3,1.6,12.5
26.9,0.2,13.4
25.5,3.2,10.2
24.1,0.0,12.0
29.6,0.3,13.2
31.2,0.0,14.9
32.8,1.7,12.9
34.4,0.1,14.0
35.0,3.5,11.0
33.9,0.0,13.1
32.5,2.4,11.6
31.1,0.4,13.0
29.7,0.0,14.2
28.3,1.6,12.5
26.9,0.2,13.4
25.5,3.2,10.2
24.1,0.0,12.0
29.6,0.3,13.2
31.2,0.0,14.9
32.8,1.7,12.9
34.4,0.1,14.0
35.0,3.5,11.0
33.9,0.0,13.1
32.5,2.4,11.6
31.1,0.4,13.0
29.7,0.0,14.2
28.3,1.6,12.5
26.9,0.2,13.4
25.5,3.2,10.2
24.1,0.0,12.0
29.7,0.0,14.2
28.3,1.6,12.5
26.9,0.2,13.4
25.5,3.2,10.2
24.1,0.0,12.0
24.1,0.0,12.0
29.7,0.0,14.2
28.3,1.6,12.5
26.9,0.2,13.4
25.5,3.2,10.2
24.1,0.0,12.0
24.1,0.0,12.0
